S.No,College Code,College Name,Address
253,2764,KPR Institute of Engineering and Technology (Autonomous),SF:204/2 & 204/4 Kollupalayam Village Arasur Panchayat Coimbatore-641407
254,2767,SRG Engineering College,SH-95 Mohanur Road Aniyapuram Namakkal-637017
255,2768,Park College of Technology,Prema Ravi Nagar Karumathampatty Coimbatore-641659
256,2769,JCT College of Engineering and Technology (Autonomous),Pichanur Coimbatore South Taluk Coimbatore-641105
257,2770,Studyworld College of Engineering,Alagu Nachiamman Koil Road Palathurai Post Coimbatore-641105
258,2772,C M S College of Engineering and Technology,Appachigoundapathy Kumittipathy Post Coimbatore-641032
259,2776,R V S Technical Campus Coimbatore,Kumaran Kottam Campus Kannampalayam Sulur Coimbatore-641402
260,3011,University College of Engineering Tiruchirappalli (Bharathidasan Institute of Technology),Tiruchirappalli District 620024
261,3016,University College of Engineering Ariyalur,Kathankudikadu Village Thelur Post Ariyalur District 621704
262,3018,University College of Engineering Thirukkuvalai,Nagappattinam District 610204
263,3019,University College of Engineering Panruti,Chennai-Kumbakonam Highway Panikkankuppam Panruti Cuddalore District 607106
264,3021,University College of Engineering Pattukkottai,ECR Road Rajamadam Pattukkottai Taluk Thanjavur District 614701
265,3410,Krishnasamy College of Engineering and Technology,Nellikuppam Main Road S.Kumarapuram Cuddalore-607109
266,3425,C.K. College of Engineering & Technology,Jayaram Nagar Chellangkuppam Cuddalore-607003
267,3454,Sri Ramakrishna College of Engineering,Sri Saradha Nagar NH-45 Perambalur-621113
268,3456,KSK College of Engineering and Technology,Thanjavur Main Road Ammapet (Village) Dharasuram Post Kumbakonam Taluk Thanjavur District-612702
269,3460,Surya College of Engineering,Somu Nagar Konalai Tiruchirappalli-621132
270,3461,Arifa Institute of Technology,Esanoor Keelaiyur Post Tirukkuvalai Taluk Nagapattinam District-611103
271,3464,Government College of Engineering,Gandarvakottai Road Sengipatti Thanjavur District 613402
272,3465,Government College of Engineering,Srirangam Sethurappatti Tiruchirappalli District 620012
273,3466,Nelliandavar Institute of Technology,Nerunjikorai Village Pudhupalayam Ariyalur Taluk & District-621704
274,3701,K Ramakrishnan College of Technology (Autonomous),Kariyamanickam Road Mannachanallur Taluk Tiruchirappalli-621112
275,3760,Sir Issac Newton College of Engineering and Technology,Andhanapeetai Post Pappakoil Nagapattinam-611102
276,3766,Star Lion College of Engineering and Technology,Main Road Manankorai Thanjavur-614206
277,3782,OASYS Institute of Technology,Tiruchirappalli-Thuraiyur Mani Road Pulivalam P.O Musiri Taluk Tiruchirappalli-621006
278,3786,M.A.M. School of Engineering (Autonomous),Trichy-Chennai Trunk Road Siruganur Tiruchirappalli-621105
279,3795,SRM TRP Engineering College,Irungalur Manachanallur Taluk Tiruchirappalli District 621105
280,3801,A.V.C. College of Engineering,Mannampandal Mayiladuthurai Nagapattinam-609305
281,3803,Anjalai Ammal Mahalingam Engineering College,Kovilvenni Thiruvarur-614403
282,3804,Arasu Engineering College,Chennai Main Road Thiruvisanallur-Village Thiruvidaimaruthur-Taluk Kumbakonam Thanjavur-612501
283,3805,Dhanalakshmi Srinivasan Engineering College (Autonomous),Thuraiyur Road Perambalur-621212
284,3806,E.G.S. Pillay Engineering College (Autonomous),Old Nagore Road Nagore Post Nagapattinam District-611002
285,3807,J.J. College of Engineering and Technology,Ammapettai Poolankulathupatti Post Tiruchirappalli-620009
286,3808,Jayaram College of Engineering and Technology,Karattampatty Pagalavadi Thuraiyur Taluk Tiruchirappalli-621014
287,3810,M A M College of Engineering,Trichy-Chennai Trunk Road Siruganur Tiruchirappalli-621105
288,3811,M.I.E.T. Engineering College (Autonomous),Trichy-Pudukkottai Road Gundur Tiruchirappalli-620007
289,3812,Mookambigai College of Engineering,Srinivasa Nagar Kalamavur (PO) Keeranur Pudukkottai-622502
290,3813,Oxford Engineering College,Pirattiyur Tiruchirappalli-620009
291,3815,Pavendar Bharathidasan College of Engineering and Technology,Thanjai Natarajan Nagar Opp. to Bharathidasan University Pudukkottai Main Road Mathur Kulathur Pudukkottai-622515
292,3817,Roever Engineering College,Elambalur (Post) Perambalur-621212
293,3819,Saranathan College of Engineering (Autonomous),Venkateswara Nagar Edamalaipattipudur Post Panjappur Village Srirangam Taluk Tiruchirappalli-620012
294,3820,Trichy Engineering College,Somu Nagar Konalai Tiruchirappalli-621132
295,3821,A.R.J College of Engineering and Technology,Thirumakkottai Main Road Edayarnatham Village Sundarakkottai (PO) Mannargudi Taluk Thiruvarur-614001
296,3822,Dr.Navalar Nedunchezhiyan College of Engineering,Raja Nagar Vaithiyanathapuram Tholudur Cuddalore-606303
297,3825,St. Joseph's College of Engineering and Technology,A.S.Nagar Ellupatti Rawasapatti Post Inathukanpatti Village Thanjavur-613403
298,3826,Kongunadu College of Engineering and Technology (Autonomous),Tholurpatti Thottiam Tiruchirappalli-621215
299,3829,M.A.M. College of Engineering and Technology,Trichy-Chennai Trunk Road Siruganur Manachanallur Taluk Tiruchirappalli-621105
300,3830,K. Ramakrishnan College of Engineering (Autonomous),Kariyamanickam Road Samayapuram Tiruchirappalli-621112
301,3831,Indra Ganesan College of Engineering,Madurai Main Road Manikandam Tiruchirappalli-620012
302,3833,Parisutham Institute of Technology and Science (Autonomous),NH 67 Ring Road Nanjikottai Thanjavur-613006
303,3841,CARE College of Engineering (Autonomous),No.27 Thayanoor village Kuttapatti Tiruchirappalli-620009
304,3843,MRK Institute of Technology,Nattarmangalam Post Kattumannarkoil Cuddalore-608301
305,3844,Shivani Engineering College,Poolangulathupatti (Post) Srirangam (Taluk) Tiruchirappalli-620009
306,3845,Imayam College of Engineering,Kannanur Post Thuraiyur Taluk Tiruchirappalli-621206
307,3846,Mother Terasa College of Engineering and Technology,Mettusalai Illuppur (Post & Taluk) Pudukkottai District-622102
308,3848,Vandayar Engineering College,Pulavarnatham (Post) Mariammankovil (via) Nagai Main Road Thanjavur-613501
309,3849,Annai College of Engineering and Technology,Anakudi Road Kovilacheri Kumbakonam Thanjavur District-612503
310,3852,Sri Bharathi Engineering College for Women,Aranthangi Road Kaikurichi Alangudi Taluk Pudukkottai-622303
311,3854,Mahath Amma Institute of Engineering and Technology,Ariyur Mathiyanaloor-Post Annavasal Road Illupur Taluk Pudukkottai-622101
312,3855,As-Salam College of Engineering and Technology,Thirumangalakudi-Aduthurai Thiruvidaimaruthur Thanjavur-612102
313,3857,Meenakshi Ramaswamy Engineering College,M.R.Kalvi Nagar Thathanur Post Udayarpalayam Taluk Ariyalur District-621804
314,3860,St.Anne's College of Engineering and Technology,Anguchettypalayam Siruvathur Post Panruti Taluk Cuddalore District-607110
315,3905,Kings College of Engineering (Autonomous),Punalkulam Village Gandarvakkottai Taluk Pudukkottai District-613303
316,3908,Mount Zion College of Engineering and Technology,Lena vilakku Pilivalam Post Pudukkottai-622507
317,3918,Shanmuganathan Engineering College,Arasampatti Pilivalam Post Thirumayam Taluk Pudukkottai District-622507
318,3920,Sudharsan Engineering College,Sathiyamangalam Kulathur Taluk Pudukkottai District-622501
319,3923,MNSK College of Engineering,Dhakshinapuram Village Vallathirakottai (Post) Alangudi Taluk Pudukkottai-622305
320,3926,Chendhuran College of Engineering and Technology,Madurai Main Road Lena Vilakku Pilivalam Post Thirumayam Taluk Pudukkottai District-622507
321,4020,Anna University Regional Campus - Tirunelveli,Trivandrum Road Palayamkottai Tirunelveli District 627007
322,4023,University College of Engineering Nagercoil,Nagercoil Industrial Estate Konam Kanyakumari District 629004
323,4024,University V.O.C. College of Engineering Thoothukudi,Near V.O.C. College Millerpuram Thoothukudi District 628008
324,4669,Thamirabharani Engineering College,Ward-1 Thatchanallur Chattiram Puthukullam Village Vepakullam-Chidhabra Nagar Road Tirunelveli-627358
325,4670,Rohini College of Engineering and Technology (Autonomous),Palkumlam Variyoor Post Kanyakumari-629401
326,4672,Stella Mary's College of Engineering,Arunthenkanvilai Azhikal Kanyakumari-629202
327,4675,Universal College of Engineering and Technology,Anbagam Campus Kadambankulam Villakku Radhapuram Road Vallioor Tirunelveli-627117
328,4676,Renganayagi Varatharaj College of Engineering,Salvarpatti Village & Post Thayilpatti Via Sivakasi Taluk Virudhunagar-626128
329,4677,Arunachala Hitech Engineering College,Marthandam-Karungal Road Chundavilai Mullanganavilai Nattalam Post Kanyakumari-629195
330,4678,RAMCO Institute of Technology,North Venganallur Village Krishnapuram Panchayat Rajapalayam Virudhunagar-626117
331,4680,AAA College of Engineering and Technology,Amathur Village Sivakasi Virudhunagar-626123
332,4686,Good Shepherd College of Engineering and Technology,Maruthamparai Kaliyal Village Kaliyal Kanyakumari-629151
333,4864,V V College of Engineering,V.V. Nagar Arasur Village Idaichivilai Post Sathankulam Taluk Tuticorin District Tirunelveli-628656
334,4917,Sethu Institute of Technology (Autonomous),Pulloor Kariapatti Virudhunagar-626115
335,4925,Sun College of Engineering and Technology,Udaya Nagar Ammandivilai & Post Kadiyapattanam Kanyakumari-629204
336,4927,Maria College of Engineering and Technology,Attoor Puliyamoodu Junction Thiruvattar P.O Attoor Kanyakumari-629177
337,4928,Mar Ephraem College of Engineering and Technology,Malankara Hills Elavuvillai Kanyakumari-629171
338,4929,M.E.T. Engineering College,No.13/142A9/9 Mogals Garden Chenbagaramanputhur Thovalai Taluk Kanyakumari district Nagercoil-629304
339,4931,Grace College of Engineering,Chandy Nagar Mullakkadu Thoothukudi-628005
340,4932,Immanuel Arasar JJ College of Engineering,Edavilagam Nattalam Marthandam Kanyakumari-629195
341,4933,St. Mother Theresa Engineering College,Vagaikulam Mudivaithanendal Post Tuticorin District-628102
342,4934,Holy Cross Engineering College,7/131 Vagaikulam Srivaikuntam Express Road Sri Mulakarai Thannoothu Village Srivaikuntam Taluk Thoothukudi-628851
343,4937,A.R College of Engineering and Technology,Kadayam-Alangulam Road Near Railway Station Kadayam Therkkumadathur Tirunelveli-627423
344,4938,Sivaji College of Engineering and Technology,Manivilai Post Kanyakumari-629171
345,4941,Unnamalai Institute of Technology,Suba Nagar Ayyaneri Post Kovilpatti Thoothukudi District-628502
346,4943,Satyam College of Engineering and Technology,Satyam Nagar Kannappannalur Aralvoimozhi Kanyakumari District-629301
347,4944,Arunachala College of Engineering for Women,Thanka Gardens Manavilai Vellichanthai Nagercoil Kanyakumari District-629203
348,4946,DMI Engineering College,Kumarapuram Road Aralvaimozhi Kanyakumari District-629301
349,4949,PSN Institute of Technology and Science,Melathediyoor Palayamkottai Taluk Tirunelveli-627152
350,4952,C.S.I. Institute of Technology,Thovalai & PO Kanyakumari District Nagercoil-629302
351,4953,Cape Institute of Technology,Rajakrishnapuram Post Radhapuram Taluk Levengipuram Tirunelvei-627114
352,4954,Dr Sivanthi aditanar College of Engineering,Tirunelveli Road Tiruchendur Thoothukudi-628215
353,4955,Francis Xavier Engineering College (Autonomous),103 G2 By Pass Road Vannarpettai Tirunelveli-627003
354,4956,Jayamatha Engineering College,Thirurajapuram Muppandal Aralvaimozhi Kanyakumari-629301
355,4957,Jayaraj Annapackiam CSI College of Engineering,Margoschis Nagar Nazareth Thoothukudi District-628617
356,4959,Kamaraj College of Engineering and Technology (Autonomous),S.P.G.C.Nagar Post Box12 K.Vellakulam Virudhunagar-626001
357,4960,Mepco Schlenk Engineering College (Autonomous),Sivakasi Mepco Engineering College Post Virudhunagar District-626005
358,4961,Nellai College of Engineering,Maruthakulam P.O Nanguneri Taluk Tirunelveli-627151
359,4962,National Engineering College (Autonomous),K.R. Nagar Nalattinputhur Kovilpatti Tuticorin District-628503
360,4964,PSN College of Engineering and Technology (Autonomous),Melathediyoor Tirunelveli-627152
361,4965,P.S.R. Engineering College (Autonomous),Appayanaickenpatty Sevalpatty Sivakasi Virudhunagar District-626140
362,4966,PET Engineering College,Thiruchendur Road Vallioor Tirunelveli-627117
363,4967,S. Veerasamy Chettiar College of Engineering and Technology,S.V.Nagar Puliangudi (Post) Sivagiri (Taluk) Tirunelveli District-627855
364,4968,Sardar Raja College of Engineering,Raja Nagar Alangulam Tirunelveli Distict-627808
365,4969,SCAD College of Engineering and Technology,Scad Nagar Cheranmahadevi Tirunelveli-627414
366,4970,Sree Sowdambika College of Engineering,Chettikurichi Aruppukottai Virudhunagar-626134
367,4971,St. Xavier's Catholic College of Engineering (Autonomous),Chunkankadai Kanyakumari District Nagercoil-629003
368,4974,Government College of Engineering,Tirunelveli District 627007
369,4975,Dr G.U. Pope College of Engineering,Pope Nagar Sawyerpuram Thoothukudi-628251
370,4976,Infant Jesus College of Engineering,Kamarajar Nagar Tirunelveli-Thoothukudi Highway (NH-7A) Keelavallanadu Village Ellanayakkan Patti Post Srivaikundam Taluk Thoothukudi District-628851
371,4977,Narayanaguru College of Engineering,Chittadavu Manjalumoodu Vilavancode Taluk Kuzhithurai Kanyakumari District-629151
372,4978,Udaya School of Engineering,Udaya Nagar Vellamadi Junction Ammandivilai Post Kanyakumarai District Nagercoil-629204
373,4979,Arul Tharum VPMM College of Engineering and Technology,V.P.M. Nagar Krishnankovil Srivilliputur Virudhunagar-626190
374,4980,Einstein College of Engineering,Sir.C.V.Raman Nagar Seethaparpanallur Tirunelveli-627012
375,4981,Ponjesly College of Engineering,Near Parvathipuram Alamparai Veturnimadam Post Nagercoil-629003
376,4982,Vins Christian College of Engineering,Vins Nagar Chunkankadai Nagercoil Kanyakumari-629807
377,4983,Lord Jegannath College of Engineering and Technology,PSN Nagar Ramanathichanputhur Marungoor Kanyakumari District Nagercoil-629402
378,4984,Marthandam College of Engineering and Technology,P.M.Village Road Kuttakuzhi Veeyannoor Post Marthandam Kanyakumari District-629177
379,4986,Noorul Islam College of Engineering and Technology,Punkarai Thiruvithancode (PO) Kanyakumari-629174
380,4989,PSN Engineering College,Melathediyoor Palayamkottai Tirunelveli-627152
381,4992,Bethlahem Institute of Engineering,Nadutheri Karungal Kanyakumari-629157
382,4993,Loyola Institute of Technology and Science,P.Bo. No.2 Thovalai-Rajavoor Road Loyola Nagar Theroor Village Thovalai Kanyakumari District-629302
383,4994,J.P. College of Engineering,College Road Ayikudy Tenkasi Taluk Tirunelveli District-627852
384,4995,P.S.R.R College of Engineering,Appayanaickenpatti Sevalpatti Sivakasi Virudhunagar-626140
385,4996,Sri Vidya College of Engineering and Technology,Sivakasi Main Road P.Kumaralingapuram Virudhunagar-626005
386,4998,Mahakavi Bharathiyar College of Engineering and Technology,Kovil Nagar Vasudevanallur Sivagiri Taluk Tirunelveli District-627758
387,4999,Annai Vailankanni College of Engineering,AVK Nagar Pothaiyadisalai Pottalkulam Azhagappapuram PO Kanyakumari District Nagercoil-629401
388,5008,Thiagarajar College of Engineering (Autonomous),Tirupparankundram Madurai District 625015
389,5009,Government College of Engineering,Melachokkanathapuram Bodinayakkanur Theni District 625582
390,5010,Anna University Regional Campus - Madurai,Kanyakumari National Highway Keelakuilkudi Madurai District 625019
391,5012,Central Electrochemical Research Institute (CECRI),Karaikudi Sivagangai District 630006
392,5017,University College of Engineering Ramanathapuram,Pullangudi Ramanathapuram District 623513
393,5022,University College of Engineering Dindigul,Mangarai Pirivu Reddiyarchathiram Dindigul District 624622
394,5502,Sri Raajaraajan College of Engineering and Technology,No.146/4B1 Amaravathi Village Amaravathypudhur (Post) Karaikudi Taluk Sivagangai District-630301
395,5530,SSM Institute of Engineering and Technology,Kuttathupatti Village Begambur Post Dindigul Taluk & District-624002
396,5532,Vaigai College of Engineering,Therkutheru Melur Taluk Madurai-625122
397,5533,Karaikudi Institute of Technology & Karaikudi Institute of Management,Keeranipatti Village Thalakkavur Panchayat Karaikudi Sivaganga-630307
398,5536,Mangayarkarasi College of Engineering,7-1-139 1st Street Mangayarkarasi Nagar Paravai Madurai-625402
399,5537,Jainee College of Engineering and Technology,Dindigul-Theni Main Road (NHB Extn.) Aathupattiprivu Veerakkal B.P.O.N. Panjampatti Post Dindigul-624303
400,5703,Christian College of Engineering and Technology,Near Check Post Oddanchatram Dindigul-624619
401,5832,N.P.R College of Engineering and Technology (Autonomous),Punnappatti Village Uluppakudi Natham Dindigul District-624401
402,5842,SRM Madurai College for Engineering and Technology,Pottapalayam Village Manamadurai Taluk Sivagangai District-630611
403,5851,Veerammal Engineering College,PVP Nagar K.Singrakottai Dindigul-624708
404,5862,R V S Educational Trust's Group of Institutions,RVS Nagar N.Paraipatti Post Dindigul-624005
405,5865,Nadar Saraswathi College of Engineering and Technology,Vadapudupatti Annanji Post Theni-625531
406,5901,Alagappa Chettiar Government College of Engineering and Technology (Autonomous),Karaikudi Sivagangai District 630004
407,5902,Bharath Niketan Engineering College,Shri Gowri Nagar Thimmarasanaickanoor Aundipatti Theni District-625536
408,5904,K.L.N.College of Engineering (Autonomous),Madurai-Nedunkulam Road Pottapalayam Sivagangai District-630611
409,5907,Mohamed Sathak Engineering College,Sathak Nagar East Coast Road Pudhu Mayakulam Kilakarai Ramanathapuram District-623806
410,5910,PSNA College of Engineering and Technology (Autonomous),Kothandaraman Nagar Muthanampatti (PO) Dindigul-624622
411,5911,P.T.R. College of Engineering and Technology,Thanapandiyan Nagar Madurai-Tirumangalam Road Madurai-625008
412,5912,Pandian Saraswathi Yadav Engineering College,Arasanoor Village Thirumansolai Post Sivaganagi District-630561
413,5913,R.V.S. College of Engineering,RVS Nagar Karur Road N.Paraipatti Post Dindigul-624005
414,5914,Solamalai College of Engineering,S.V Raja Nagar Veerapanjan Madurai-625020
415,5915,SACS M.A.V.M.M. Engineering College,446 Melur-Alagarkoil Road Kidaripatti (PO) Alagarkoil Via Melur Taluk Madurai-625301
416,5919,St. Michael College of Engineering and Technology,St. Santhiagaper Nagar Kalayarkoil Sivaganga District-630551
417,5921,Syed Ammal Engineering College (Autonomous),Dr. E.M.Abdullah Campus Lanthai Achunthanvayal Post Ramanathapuram-623502
418,5924,Ganapathy Chettiar College of Engineering and Technology,Melakavanur (PO) Paramakudi Ramanathapuram District-623706
419,5930,SBM College of Engineering and Technology,SBM Nagar Thamaraipadi(PO) Trichy Road Dindigul-624005
420,5935,Fatima Michael College of Engineering and Technology,Senkottai Village Kalimangalam Panchayat Sivaganga Main Road Madurai-625020
421,5942,Ultra College of Engineering and Technology,69/1 Ultra Nagar Kodikulam I Bit Madurai-Chennai Highway Madurai-625
